ANO,SEMANA,TRIMESTRE,LLUVIA,MITAD_ANO,SEMANA_NORM,TOTAL_CASOS_LAG1,TOTAL_CASOS_LAG2,TOTAL_CASOS_LAG3,TOTAL_CASOS_LAG4
-1.2688783850397174,0.4571688316840703,0.4023677983155728,-0.7559289460184544,-0.9755064854862864,0.45716883168406985,-0.7774000870190563,-0.812092781568109,-0.7431583209908262,-0.8077192729388823
-1.2688783850397174,0.0005391141883067862,0.4023677983155728,-0.7559289460184544,-0.9755064854862864,0.0005391141883064168,-0.8132121161548429,-0.8519528199475384,-0.8347753936753805,-0.7641267378653485
-0.030698670605822317,-1.499815671869202,-1.3364359015481533,-0.7559289460184544,1.0251085101720299,-1.4998156718692024,-0.6844593447380862,-0.7003113695910138,-0.6160075238538514,-0.687300289913972
-0.030698670605822317,0.06577193097341587,0.4023677983155728,-0.7559289460184544,-0.9755064854862864,0.06577193097341548,-0.3885837706876587,-0.4871468165184135,-0.45546358807484283,-0.46761117751368747
-1.2688783850397174,-0.717021870447893,-0.46703405161629025,1.3228756555322951,1.0251085101720299,-0.7170218704478935,-1.019131283685616,-0.9953623058561374,-0.9550763162191175,-0.9838158502656329
1.2074810438280728,0.06577193097341587,0.4023677983155728,-0.7559289460184544,-0.9755064854862864,0.06577193097341548,1.8991227572008051,1.706455078210398,2.2014315197772296,2.484164539000154
1.2074810438280728,-0.7822546872330022,-0.46703405161629025,1.3228756555322951,1.0251085101720299,-0.7822546872330025,2.138722285466425,1.5344503473774258,1.7210840639264362,1.8501305387722213
-0.030698670605822317,-1.2388844047287657,-1.3364359015481533,-0.7559289460184544,1.0251085101720299,-1.2388844047287662,-0.7513937325275921,-0.6491865377565283,-0.6755158093826039,-0.7252819046315064
-1.2688783850397174,0.3267031981138522,0.4023677983155728,-0.7559289460184544,-0.9755064854862864,0.32670319811385173,-0.765462743973794,-0.8276901878904944,-0.7144744711316433,-0.7054278787564315
1.2074810438280728,1.4356610834607064,1.2717696482474359,-0.7559289460184544,-0.9755064854862864,1.4356610834607062,0.11875330873598504,0.15494641041978494,0.177721694637567,0.19102455042901217
1.2074810438280728,-0.0646937025968023,-0.46703405161629025,1.3228756555322951,1.0251085101720299,-0.06469370259680264,2.166860308358829,2.476793646021543,2.358122401097542,2.474237526062617
