TOTAL_CASOS_LOG
7.180069874302796
7.21890970761906
7.30854279753919
7.831617276352611
7.00669522683704
8.898502209646642
8.96482339168508
7.275864600546533
7.198931240688173
8.323365694436081
8.875007486048396
6.721425700790643
7.033506484287697
7.422373700986824
8.186185994226083
8.917310693197807
7.330405211844402
6.767343125265392
9.071997422354437
8.272315147956022
7.8636512654486515
8.61104776688786
7.719129840906732
8.884610231886873
8.847216104357543
7.333676395657684
6.825460036255307
7.88344635413774
8.161375023197486
7.269616749608169
7.307872780763706
7.470793774195062
7.459338895220296
8.216898580913613
7.171656822768514
7.338888133838879
8.341886969516187
7.349873704738337
8.225503097566918
8.193123721512068
7.365812837209472
8.481151420068972
9.01225522000275
7.643961949002529
7.129297548929373
8.245121966478605
8.706159290928861
7.477604243197589
7.842278779117352
7.8713112033234065
7.446585099157725
6.728628613084702
8.388677769180811
8.640472207576408
7.3752557780097545
7.147559271189454
7.789040401657477
7.807510042216193
7.113956109566034
8.998136760700307
6.795705775173514
7.390798521735676
7.721791776817535
8.192847134592865
9.02905827475689
7.881182202227102
8.416488487294606
8.372860820526318
8.028455164114252
6.876264611890766
7.1180162044653335
9.097059685517216
8.506738733512378
6.661854740545311
7.3310603052186325
7.295735072749282
7.666690200080086
8.497194544909547
6.725033642166843
8.291045131081729
8.503905297089302
6.698268054115413
7.463936604468925
7.311218384419629
8.776167099731275
7.4109518755836366
9.048644632975885
7.40184157874383
9.141526055975824
7.268920128193722
8.351610750626559
7.822845290279774
7.3987862754199485
7.983440063006542
7.438971592395862
7.356279876550748
8.039157390473237
7.473637108496206
7.917900586327916
7.20934025660291
7.322510433997394
8.180320874773685
8.793915423631676
7.3277805384216315
8.231642179973411
6.856461984594587
7.3914152346753585
8.719807451477955
8.566364235422688
8.346642090221199
8.948455992345542
7.96693349840484
7.761319180947987
9.094480485881647
8.217438537730187
7.1276936993473985
7.644919344958857
8.752265313595721
7.236339342754344
8.04044688130311
8.533853632309345
